event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,media_cost,currency,viewability
evt_e68b5afc,impression,2026-06-05 04:42:35+05:30,2026-06-05T11:04:18Z,adv_1144,cmp_1144_1,native_feed,tablet,AU,0.0011,USD,0.85
evt_e68b5afc,impression,2026-06-05 04:42:35+05:30,2026-06-05T11:04:18Z,adv_1144,cmp_1144_1,native_feed,tablet,AU,0.0011,USD,0.85
evt_e989211e,impression,2026-06-05 13:01:02+05:30,2026-06-05T12:12:59Z,adv_1186,cmp_1186_3,interstitial,tablet,unknown,0.0117,USD,0.41
evt_ea8922b1,impression,2026-06-05 06:33:37+05:30,2026-06-05T01:32:13Z,adv_1116,cmp_1116_3,banner_728x90,tablet,DE,0.0121,INR,0.89
evt_e7891df8,impression,2026-06-05 20:58:31+05:30,2026-06-05T23:53:45Z,adv_1109,cmp_1109_3,banner_300x250,desktop,DE,0.0182,INR,0.42
evt_e8891f8b,impression,2026-06-05 12:32:06+05:30,2026-06-05T09:11:32Z,adv_1179,cmp_1179_3,native_feed,ctv,IN,0.0127,USD,0.74
evt_ed89276a,click,2026-06-05 20:01:52+05:30,2026-06-05T16:47:14Z,adv_1137,cmp_1137_1,native_feed,tablet,IN,0.3610,USD,0.58
evt_ee8928fd,impression,2026-06-05 13:12:50+05:30,2026-06-05T18:58:04Z,adv_1172,cmp_1172_3,interstitial,desktop,unknown,0.0128,USD,0.74
evt_eb892444,impression,2026-06-05 05:52:57+05:30,2026-06-05T00:44:43Z,adv_1137,cmp_1137_3,banner_728x90,desktop,IN,0.0075,USD,0.90
evt_eb892444,impression,2026-06-05 05:52:57+05:30,2026-06-05T00:44:43Z,adv_1137,cmp_1137_3,banner_728x90,desktop,IN,0.0075,USD,0.90
evt_ec8925d7,impression,2026-06-05 09:42:08+05:30,2026-06-05T00:54:43Z,adv_1123,cmp_1123_2,preroll,ctv,DE,0.0134,USD,0.80
evt_e1891486,impression,2026-06-05 12:19:59+05:30,2026-06-05T03:44:23Z,adv_1137,cmp_1137_2,preroll,tablet,SG,0.0057,INR,0.56
evt_e2891619,click,2026-06-05 03:16:08+05:30,2026-06-05T12:32:53Z,adv_1116,cmp_1116_1,banner_728x90,desktop,DE,0.0333,USD,0.98
evt_aa9fc7e6,impression,2026-06-05 09:54:06+05:30,2026-06-05T19:28:45Z,adv_1123,cmp_1123_1,native_feed,desktop,DE,0.0073,USD,0.87
evt_ab9fc979,impression,2026-06-05 05:52:48+05:30,2026-06-05T07:19:05Z,adv_1179,cmp_1179_3,banner_728x90,mobile,SG,0.0048,USD,0.87
evt_a89fc4c0,impression,2026-06-05 11:09:59+05:30,2026-06-05T13:16:14Z,adv_1151,cmp_1151_1,banner_300x250,tablet,GB,0.0147,USD,0.94
evt_a99fc653,impression,2026-06-05 17:39:06+05:30,2026-06-05T11:38:49Z,adv_1158,cmp_1158_1,native_feed,desktop,DE,0.0077,USD,0.89
evt_ae9fce32,impression,2026-06-05 00:57:07+05:30,2026-06-07T20:50:30Z,adv_1123,cmp_1123_2,preroll,desktop,DE,0.0130,USD,0.80
evt_af9fcfc5,impression,2026-06-05 05:43:29+05:30,2026-06-05T04:04:46Z,adv_1151,cmp_1151_3,banner_728x90,mobile,CA,0.0068,INR,0.45
evt_ac9fcb0c,impression,2026-06-05 04:05:26+05:30,2026-06-05T23:01:49Z,adv_1130,cmp_1130_1,interstitial,tablet,GB,0.0076,USD,1.00
evt_ad9fcc9f,click,2026-06-05 11:57:41+05:30,2026-06-05T06:39:55Z,adv_1172,cmp_1172_2,native_feed,desktop,CA,0.2295,USD,0.86
evt_b29fd47e,impression,2026-06-05 20:24:38+05:30,2026-06-05T18:10:18Z,adv_1151,cmp_1151_3,banner_300x250,ctv,unknown,0.0181,INR,0.48
evt_b39fd611,impression,2026-06-05 04:53:25+05:30,2026-06-07T04:23:19Z,adv_1165,cmp_1165_1,native_feed,ctv,US,0.0193,USD,0.97
evt_30a2d96f,impression,2026-06-05 01:08:08+05:30,2026-06-05T17:11:44Z,adv_1165,cmp_1165_1,preroll,tablet,DE,0.0088,USD,0.54
evt_2fa2d7dc,impression,2026-06-05 18:51:56+05:30,2026-06-05T16:29:27Z,adv_1186,cmp_1186_1,native_feed,desktop,US,0.0197,USD,0.53
evt_32a2dc95,impression,2026-06-05 11:07:57+05:30,2026-06-05T12:10:10Z,adv_1151,cmp_1151_3,preroll,ctv,unknown,0.0180,USD,0.85
evt_31a2db02,impression,2026-06-05 17:01:09+05:30,2026-06-06T19:25:22Z,adv_1116,cmp_1116_3,preroll,ctv,GB,0.0159,USD,0.47
evt_2ca2d323,impression,2026-06-05 07:17:39+05:30,2026-06-05T15:56:19Z,adv_1151,cmp_1151_3,preroll,tablet,unknown,0.0063,USD,0.81
evt_2ba2d190,impression,2026-06-05 13:04:50+05:30,2026-06-05T01:00:28Z,adv_1130,cmp_1130_1,banner_728x90,mobile,IN,0.0014,USD,0.42
evt_2ea2d649,impression,2026-06-05 16:07:09+05:30,2026-06-05T19:30:56Z,adv_1116,cmp_1116_2,native_feed,mobile,CA,0.0171,USD,0.75
evt_2da2d4b6,impression,2026-06-05 08:04:49+05:30,2026-06-05T10:39:21Z,adv_1172,cmp_1172_3,interstitial,mobile,DE,0.0200,INR,0.51
evt_38a2e607,click,2026-06-05 23:20:02+05:30,2026-06-05T07:18:46Z,adv_1137,cmp_1137_2,interstitial,desktop,SG,0.5369,USD,0.48
evt_37a2e474,impression,2026-06-05 18:36:32+05:30,2026-06-05T13:27:04Z,adv_1130,cmp_1130_3,interstitial,tablet,IN,0.0030,USD,0.52
evt_be9b6a34,impression,2026-06-05 17:37:27+05:30,2026-06-05T00:26:48Z,adv_1144,cmp_1144_3,banner_728x90,desktop,DE,0.0156,USD,0.94
evt_bf9b6bc7,impression,2026-06-05 23:54:15+05:30,2026-06-05T09:42:10Z,adv_1130,cmp_1130_2,banner_728x90,tablet,,0.0179,INR,0.94
evt_c09b6d5a,impression,2026-06-05 10:22:53+05:30,2026-06-05T12:09:55Z,adv_1130,cmp_1130_3,banner_300x250,mobile,SG,0.0141,USD,0.56
evt_c09b6d5a,impression,2026-06-05 10:22:53+05:30,2026-06-05T12:09:55Z,adv_1130,cmp_1130_3,banner_300x250,mobile,SG,0.0141,USD,0.56
evt_c19b6eed,impression,2026-06-05 05:39:16+05:30,2026-06-05T05:18:17Z,adv_1137,cmp_1137_1,interstitial,desktop,CA,0.0061,USD,0.62
evt_ba9b63e8,conversion,2026-06-05 04:02:32+05:30,2026-06-05T18:36:03Z,adv_1130,cmp_1130_2,banner_728x90,ctv,DE,0.0000,USD,0.65
evt_bb9b657b,impression,2026-06-05 12:25:07+05:30,2026-06-05T23:27:17Z,adv_1123,cmp_1123_3,banner_300x250,desktop,CA,0.0049,USD,0.78
evt_bc9b670e,impression,2026-06-05 10:43:02+05:30,2026-06-05T07:02:52Z,adv_1172,cmp_1172_1,interstitial,ctv,US,0.0198,USD,0.61
evt_bd9b68a1,impression,2026-06-05 12:10:21+05:30,2026-06-05T22:55:37Z,adv_1130,cmp_1130_1,banner_728x90,ctv,AU,0.0056,USD,0.81
evt_b69b5d9c,impression,2026-06-05 04:04:11+05:30,2026-06-05T08:33:38Z,adv_1137,cmp_1137_1,interstitial,mobile,unknown,0.0005,USD,0.57
evt_b79b5f2f,impression,2026-06-05 07:42:47+05:30,2026-06-07T21:35:15Z,adv_1172,cmp_1172_2,native_feed,tablet,CA,0.0092,INR,0.87
evt_c49db23d,impression,2026-06-05 00:42:36+05:30,2026-06-05T08:39:52Z,adv_1109,cmp_1109_1,banner_300x250,tablet,unknown,0.0194,USD,0.64
evt_c39db0aa,impression,2026-06-05 22:13:15+05:30,2026-06-05T23:59:07Z,adv_1137,cmp_1137_2,banner_728x90,desktop,DE,0.0050,USD,0.71
evt_c29daf17,conversion,2026-06-05 19:41:43+05:30,2026-06-05T21:09:00Z,adv_1186,cmp_1186_1,banner_300x250,desktop,US,0.0000,USD,0.86
evt_c19dad84,impression,2026-06-05 18:05:22+05:30,2026-06-05T07:07:36Z,adv_1151,cmp_1151_2,preroll,mobile,CA,0.0164,USD,0.56
evt_c09dabf1,impression,2026-06-05 21:11:05+05:30,2026-06-05T21:58:20Z,adv_1123,cmp_1123_2,banner_300x250,desktop,DE,0.0083,USD,0.54
evt_bf9daa5e,impression,2026-06-05 12:09:16+05:30,2026-06-05T00:42:35Z,adv_1137,cmp_1137_1,banner_300x250,ctv,US,0.0022,USD,0.84
evt_be9da8cb,impression,2026-06-05 12:30:36+05:30,2026-06-05T10:15:01Z,adv_1179,cmp_1179_1,banner_728x90,desktop,IN,-0.0056,USD,0.49
evt_bd9da738,impression,2026-06-05 23:49:53+05:30,2026-06-05T13:47:57Z,adv_1130,cmp_1130_1,banner_728x90,desktop,AU,0.0068,USD,0.49
evt_bc9da5a5,impression,2026-06-05 06:15:36+05:30,2026-06-05T17:00:44Z,adv_1144,cmp_1144_1,native_feed,desktop,US,0.0174,USD,0.77
evt_bb9da412,impression,2026-06-05 03:10:44+05:30,2026-06-05T16:48:37Z,adv_1158,cmp_1158_1,interstitial,ctv,US,0.0168,USD,0.86
evt_329610a2,impression,2026-06-05 23:49:42+05:30,2026-06-05T11:41:15Z,adv_1179,cmp_1179_3,interstitial,desktop,CA,0.0098,USD,0.52
evt_33961235,click,2026-06-05 09:46:23+05:30,2026-06-05T09:41:27Z,adv_1130,cmp_1130_2,interstitial,ctv,DE,0.5999,USD,0.60
evt_30960d7c,impression,2026-06-05 12:30:47+05:30,2026-06-05T23:31:27Z,adv_1123,cmp_1123_2,preroll,tablet,SG,0.0096,USD,0.79
evt_30960d7c,impression,2026-06-05 12:30:47+05:30,2026-06-05T23:31:27Z,adv_1123,cmp_1123_2,preroll,tablet,SG,0.0096,USD,0.79
evt_31960f0f,impression,2026-06-05 10:10:47+05:30,2026-06-05T17:30:33Z,adv_1109,cmp_1109_3,banner_300x250,mobile,GB,0.0094,USD,0.54
evt_2e960a56,impression,2026-06-05 03:32:26+05:30,2026-06-05T17:46:53Z,adv_1158,cmp_1158_1,native_feed,mobile,GB,0.0114,USD,0.61
evt_2f960be9,impression,2026-06-05 08:22:29+05:30,2026-06-05T10:46:54Z,adv_1186,cmp_1186_2,banner_728x90,desktop,IN,0.0164,USD,0.93
evt_2c960730,click,2026-06-05 03:30:01+05:30,2026-06-05T18:47:03Z,adv_1137,cmp_1137_2,native_feed,mobile,unknown,0.6059,USD,0.83
evt_2d9608c3,impression,2026-06-05 00:19:45+05:30,2026-06-05T18:26:22Z,adv_1137,cmp_1137_3,interstitial,ctv,unknown,0.0137,USD,0.41
evt_3a961d3a,impression,2026-06-05 15:17:47+05:30,2026-06-05T01:45:37Z,adv_1116,cmp_1116_1,interstitial,mobile,SG,0.0178,USD,0.87
evt_3b961ecd,impression,2026-06-05 15:26:31+05:30,2026-06-05T18:27:49Z,adv_1158,cmp_1158_1,preroll,tablet,IN,0.0114,USD,0.42
evt_3b961ecd,impression,2026-06-05 15:26:31+05:30,2026-06-05T18:27:49Z,adv_1158,cmp_1158_1,preroll,tablet,IN,0.0114,USD,0.42
evt_389858ab,impression,2026-06-05 08:53:48+05:30,2026-06-05T01:37:59Z,adv_1116,cmp_1116_2,preroll,desktop,unknown,0.0106,USD,0.47
evt_389858ab,impression,2026-06-05 08:53:48+05:30,2026-06-05T01:37:59Z,adv_1116,cmp_1116_2,preroll,desktop,unknown,0.0106,USD,0.47
evt_37985718,impression,2026-06-05 06:45:22+05:30,2026-06-05T09:35:05Z,adv_1137,cmp_1137_1,native_feed,desktop,IN,0.0077,USD,0.73
evt_3a985bd1,click,2026-06-05 05:55:07+05:30,2026-06-05T21:05:37Z,adv_1172,cmp_1172_1,preroll,mobile,,0.4733,USD,0.74
evt_39985a3e,conversion,2026-06-05 10:26:06+05:30,2026-06-05T11:04:28Z,adv_1179,cmp_1179_3,banner_300x250,desktop,DE,0.0000,USD,0.51
evt_3c985ef7,impression,2026-06-05 13:01:13+05:30,2026-06-05T06:53:10Z,adv_1172,cmp_1172_1,banner_300x250,tablet,US,0.0051,USD,0.69
evt_3b985d64,impression,2026-06-05 01:57:19+05:30,2026-06-05T22:44:53Z,adv_1151,cmp_1151_1,native_feed,ctv,US,0.0042,USD,0.91
evt_3e98621d,impression,2026-06-05 12:29:59+05:30,2026-06-05T13:32:41Z,adv_1186,cmp_1186_1,preroll,tablet,unknown,0.0150,INR,0.85
evt_3d98608a,impression,2026-06-05 02:53:39+05:30,2026-06-05T08:22:06Z,adv_1109,cmp_1109_1,banner_728x90,ctv,IN,0.0064,USD,0.85
evt_30984c13,impression,2026-06-05 08:11:54+05:30,2026-06-05T09:30:49Z,adv_1137,cmp_1137_1,interstitial,tablet,DE,0.0104,USD,0.65
evt_2f984a80,impression,2026-06-05 19:51:16+05:30,2026-06-05T14:53:49Z,adv_1109,cmp_1109_3,banner_728x90,ctv,DE,0.0006,USD,0.61
evt_26918090,click,2026-06-05 05:21:51+05:30,2026-06-05T10:01:51Z,adv_1137,cmp_1137_2,banner_300x250,tablet,CA,0.7233,USD,0.54
evt_27918223,impression,2026-06-05 19:46:26+05:30,2026-06-05T09:34:36Z,adv_1158,cmp_1158_3,banner_728x90,tablet,,0.0172,USD,0.91
evt_289183b6,impression,2026-06-05 14:53:44+05:30,2026-06-05T18:44:09Z,adv_1186,cmp_1186_2,native_feed,ctv,US,0.0189,INR,0.64
evt_29918549,impression,2026-06-05 19:26:37+05:30,2026-06-05T00:27:50Z,adv_1116,cmp_1116_1,banner_300x250,tablet,DE,0.0195,USD,0.65
evt_2a9186dc,impression,2026-06-05 01:08:17+05:30,2026-06-05T18:04:35Z,adv_1137,cmp_1137_1,banner_728x90,desktop,AU,0.0004,USD,0.53
evt_2b91886f,impression,2026-06-05 23:07:23+05:30,2026-06-05T13:16:08Z,adv_1186,cmp_1186_3,native_feed,mobile,SG,0.0044,INR,0.64
evt_2c918a02,impression,2026-06-05 22:00:48+05:30,2026-06-06T05:35:20Z,adv_1123,cmp_1123_2,interstitial,ctv,IN,0.0163,INR,0.65
evt_2d918b95,impression,2026-06-05 15:47:32+05:30,2026-06-05T16:04:54Z,adv_1179,cmp_1179_2,preroll,ctv,AU,0.0087,USD,0.40
evt_2e918d28,impression,2026-06-05 16:03:23+05:30,2026-06-05T02:25:57Z,adv_1151,cmp_1151_1,interstitial,ctv,AU,0.0072,USD,0.55
evt_2f918ebb,impression,2026-06-05 17:57:20+05:30,2026-06-05T06:26:46Z,adv_1116,cmp_1116_1,banner_300x250,mobile,GB,0.0037,USD,0.85
evt_2c93c899,impression,2026-06-05 00:12:42+05:30,2026-06-05T18:33:20Z,adv_1158,cmp_1158_1,interstitial,mobile,AU,0.0122,USD,0.86
evt_2b93c706,impression,2026-06-05 06:40:47+05:30,2026-06-05T16:44:51Z,adv_1151,cmp_1151_3,banner_300x250,mobile,GB,0.0051,USD,0.46
evt_2a93c573,impression,2026-06-05 06:29:26+05:30,2026-06-05T11:20:10Z,adv_1186,cmp_1186_3,preroll,desktop,AU,0.0111,USD,0.99
evt_2993c3e0,click,2026-06-05 01:16:11+05:30,2026-06-05T01:11:14Z,adv_1151,cmp_1151_3,banner_728x90,tablet,,0.5622,USD,0.79
evt_3093cee5,impression,2026-06-05 19:33:39+05:30,2026-06-05T21:06:51Z,adv_1172,cmp_1172_2,banner_300x250,tablet,CA,0.0082,USD,0.49
evt_2f93cd52,impression,2026-06-05 20:09:17+05:30,2026-06-05T10:45:40Z,adv_1179,cmp_1179_1,banner_728x90,ctv,unknown,0.0172,USD,0.55
evt_2e93cbbf,impression,2026-06-05 20:17:38+05:30,2026-06-05T17:41:54Z,adv_1116,cmp_1116_3,banner_728x90,desktop,IN,0.0121,USD,0.70
evt_2d93ca2c,conversion,2026-06-05 01:43:38+05:30,2026-06-05T22:30:14Z,adv_1186,cmp_1186_3,banner_300x250,desktop,,0.0000,USD,0.89
evt_3493d531,impression,2026-06-05 13:21:04+05:30,2026-06-05T20:19:07Z,adv_1186,cmp_1186_3,preroll,mobile,GB,0.0156,USD,0.82
evt_3393d39e,impression,2026-06-05 07:39:35+05:30,2026-06-05T12:36:34Z,adv_1165,cmp_1165_2,preroll,tablet,GB,0.0100,USD,0.89
evt_3ab4324e,impression,2026-06-05 17:50:23+05:30,2026-06-05T04:28:20Z,adv_1130,cmp_1130_1,native_feed,tablet,AU,0.0108,USD,0.43
evt_3bb433e1,impression,2026-06-05 16:58:48+05:30,2026-06-05T08:50:50Z,adv_1172,cmp_1172_3,banner_728x90,ctv,DE,0.0146,USD,0.96
evt_38b42f28,impression,2026-06-05 18:50:22+05:30,2026-06-05T17:15:15Z,adv_1165,cmp_1165_3,interstitial,tablet,AU,0.0125,USD,0.72
evt_39b430bb,impression,2026-06-05 01:14:24+05:30,2026-06-05T17:48:51Z,adv_1116,cmp_1116_3,banner_300x250,desktop,DE,0.0002,USD,0.64
evt_3eb4389a,impression,2026-06-05 19:35:47+05:30,2026-06-05T04:48:18Z,adv_1186,cmp_1186_3,banner_728x90,desktop,unknown,0.0085,USD,0.41
evt_3eb4389a,impression,2026-06-05 19:35:47+05:30,2026-06-05T04:48:18Z,adv_1186,cmp_1186_3,banner_728x90,desktop,unknown,0.0085,USD,0.41
evt_3fb43a2d,impression,2026-06-05 22:18:54+05:30,2026-06-05T03:26:37Z,adv_1151,cmp_1151_1,interstitial,mobile,GB,0.0040,USD,0.68
evt_3cb43574,impression,2026-06-05 13:12:42+05:30,2026-06-05T11:47:55Z,adv_1165,cmp_1165_3,native_feed,mobile,GB,0.0152,USD,0.92
evt_3db43707,impression,2026-06-05 05:36:02+05:30,2026-06-05T12:04:27Z,adv_1137,cmp_1137_3,interstitial,ctv,unknown,0.0045,USD,0.51
evt_32b425b6,impression,2026-06-05 00:27:56+05:30,2026-06-05T18:48:19Z,adv_1137,cmp_1137_1,banner_300x250,ctv,SG,0.0044,USD,0.62
evt_33b42749,impression,2026-06-05 18:17:34+05:30,2026-06-05T16:43:26Z,adv_1172,cmp_1172_3,banner_728x90,mobile,GB,0.0126,USD,0.47
evt_40b67a57,impression,2026-06-05 06:42:22+05:30,2026-06-05T20:44:50Z,adv_1179,cmp_1179_1,interstitial,desktop,IN,0.0050,INR,0.66
evt_3fb678c4,impression,2026-06-05 02:55:26+05:30,2026-06-05T02:10:46Z,adv_1186,cmp_1186_3,preroll,tablet,US,0.0084,USD,0.96
evt_42b67d7d,impression,2026-06-05 08:32:56+05:30,2026-06-05T06:06:14Z,adv_1151,cmp_1151_2,banner_300x250,desktop,unknown,0.0099,INR,0.62
evt_41b67bea,impression,2026-06-05 06:39:55+05:30,2026-06-05T19:23:50Z,adv_1116,cmp_1116_1,native_feed,tablet,GB,0.0060,USD,0.61
evt_3cb6740b,impression,2026-06-05 15:04:10+05:30,2026-06-05T17:08:26Z,adv_1123,cmp_1123_3,interstitial,ctv,unknown,0.0011,USD,0.84
evt_3bb67278,click,2026-06-05 05:49:02+05:30,2026-06-05T23:19:32Z,adv_1179,cmp_1179_2,banner_300x250,desktop,IN,0.8337,USD,0.47
evt_3eb67731,click,2026-06-05 15:25:59+05:30,2026-06-06T10:44:24Z,adv_981,cmp_981_x,banner_300x250,mobile,AU,0.0311,INR,0.66
evt_3db6759e,impression,2026-06-05 21:49:15+05:30,2026-06-05T14:24:14Z,adv_1165,cmp_1165_3,preroll,mobile,US,0.0076,USD,0.96
evt_38b66dbf,impression,2026-06-05 04:54:00+05:30,2026-06-05T17:02:04Z,adv_1109,cmp_1109_3,banner_728x90,tablet,GB,0.0143,USD,0.79
evt_37b66c2c,click,2026-06-05 19:31:09+05:30,2026-06-05T04:49:04Z,adv_1123,cmp_1123_3,interstitial,desktop,IN,0.8353,INR,0.58
evt_2a746291,impression,2026-06-05 07:34:15+05:30,2026-06-05T07:44:37Z,adv_1116,cmp_1116_3,banner_300x250,ctv,DE,0.0137,USD,0.79
evt_297460fe,impression,2026-06-05 19:20:25+05:30,2026-06-05T17:17:58Z,adv_1109,cmp_1109_2,preroll,mobile,SG,0.0191,USD,0.92
evt_28745f6b,impression,2026-06-05 03:42:49+05:30,2026-06-05T22:30:23Z,adv_1116,cmp_1116_2,native_feed,mobile,IN,0.0196,USD,0.66
evt_27745dd8,click,2026-06-05 10:09:36+05:30,2026-06-05T13:24:34Z,adv_1179,cmp_1179_1,banner_300x250,desktop,unknown,0.8145,USD,0.87
evt_27745dd8,click,2026-06-05 10:09:36+05:30,2026-06-05T13:24:34Z,adv_1179,cmp_1179_1,banner_300x250,desktop,unknown,0.8145,USD,0.87
evt_2e7468dd,impression,2026-06-05 17:29:59+05:30,2026-06-05T12:04:02Z,adv_1151,cmp_1151_1,native_feed,desktop,AU,0.0158,USD,0.71
evt_2d74674a,impression,2026-06-05 11:07:13+05:30,2026-06-05T11:18:51Z,adv_1137,cmp_1137_2,interstitial,tablet,SG,0.0104,USD,0.61
evt_2c7465b7,impression,2026-06-05 05:43:53+05:30,2026-06-05T03:39:49Z,adv_1151,cmp_1151_1,interstitial,ctv,,0.0084,USD,0.88
evt_2b746424,impression,2026-06-05 00:27:21+05:30,2026-06-05T17:40:08Z,adv_1151,cmp_1151_2,preroll,ctv,DE,0.0003,INR,0.89
evt_227455f9,impression,2026-06-05 13:27:38+05:30,2026-06-05T19:06:28Z,adv_1151,cmp_1151_3,banner_728x90,tablet,AU,0.0198,USD,0.93
evt_21745466,click,2026-06-05 20:10:31+05:30,2026-06-05T08:11:34Z,adv_1116,cmp_1116_2,banner_300x250,desktop,SG,0.8041,USD,0.58
evt_24721a88,impression,2026-06-05 05:18:00+05:30,2026-06-05T20:07:02Z,adv_1123,cmp_1123_2,interstitial,tablet,SG,0.0028,USD,0.46
evt_25721c1b,click,2026-06-05 18:34:08+05:30,2026-06-05T05:15:50Z,adv_1151,cmp_1151_2,native_feed,tablet,AU,0.1356,USD,0.50
evt_26721dae,impression,2026-06-05 01:08:51+05:30,2026-06-05T14:39:44Z,adv_1144,cmp_1144_1,native_feed,tablet,GB,0.0177,USD,0.79
evt_26721dae,impression,2026-06-05 01:08:51+05:30,2026-06-05T14:39:44Z,adv_1144,cmp_1144_1,native_feed,tablet,GB,0.0177,USD,0.79
evt_27721f41,impression,2026-06-05 04:39:04+05:30,2026-06-05T02:30:53Z,adv_1130,cmp_1130_2,banner_728x90,desktop,SG,0.0138,USD,0.49
evt_287220d4,click,2026-06-05 16:02:31+05:30,2026-06-05T10:17:43Z,adv_1172,cmp_1172_3,banner_728x90,ctv,GB,0.5949,INR,1.00
evt_29722267,conversion,2026-06-05 02:56:13+05:30,2026-06-05T17:32:09Z,adv_1158,cmp_1158_3,preroll,mobile,DE,0.0000,USD,0.77
evt_2a7223fa,impression,2026-06-05 14:32:01+05:30,2026-06-06T20:04:48Z,adv_1130,cmp_1130_2,banner_300x250,desktop,IN,0.0164,USD,0.93
evt_2b72258d,impression,2026-06-05 22:11:24+05:30,2026-06-07T10:08:23Z,adv_1116,cmp_1116_2,native_feed,tablet,unknown,0.0184,USD,0.42
evt_1c720df0,impression,2026-06-05 20:10:29+05:30,2026-06-05T00:08:43Z,adv_1172,cmp_1172_3,native_feed,ctv,GB,0.0200,USD,0.58
evt_1d720f83,impression,2026-06-05 13:38:54+05:30,2026-06-05T17:24:02Z,adv_1186,cmp_1186_3,banner_728x90,tablet,AU,0.0080,USD,0.70
evt_1d720f83,impression,2026-06-05 13:38:54+05:30,2026-06-05T17:24:02Z,adv_1186,cmp_1186_3,banner_728x90,tablet,AU,0.0080,USD,0.70
evt_967989c3,impression,2026-06-05 08:37:12+05:30,2026-06-05T21:52:53Z,adv_1186,cmp_1186_2,banner_300x250,tablet,AU,0.0014,USD,0.47
evt_95798830,impression,2026-06-05 16:08:18+05:30,2026-06-05T17:30:42Z,adv_1144,cmp_1144_2,banner_728x90,desktop,DE,0.0000,USD,0.44
evt_98798ce9,impression,2026-06-05 21:11:11+05:30,2026-06-05T05:52:48Z,adv_1165,cmp_1165_2,banner_728x90,tablet,CA,0.0123,USD,0.42
evt_98798ce9,impression,2026-06-05 21:11:11+05:30,2026-06-05T05:52:48Z,adv_1165,cmp_1165_2,banner_728x90,tablet,CA,0.0123,USD,0.42
evt_97798b56,click,2026-06-05 02:00:58+05:30,2026-06-05T06:47:03Z,adv_1144,cmp_1144_3,native_feed,tablet,unknown,0.6227,USD,0.82
evt_9a79900f,conversion,2026-06-05 07:33:40+05:30,2026-06-05T09:17:22Z,adv_1130,cmp_1130_3,banner_300x250,ctv,unknown,0.0000,USD,0.42
evt_99798e7c,impression,2026-06-05 11:02:00+05:30,2026-06-05T05:51:12Z,adv_1109,cmp_1109_2,preroll,mobile,SG,0.0161,USD,0.56
evt_9c799335,impression,2026-06-05 00:33:00+05:30,2026-06-05T16:34:34Z,adv_1186,cmp_1186_2,native_feed,mobile,unknown,0.0076,USD,0.45
evt_9b7991a2,impression,2026-06-05 12:46:17+05:30,2026-06-05T20:04:35Z,adv_1179,cmp_1179_2,banner_300x250,desktop,AU,0.0183,USD,0.51
evt_9e79965b,impression,2026-06-05 16:15:43+05:30,2026-06-05T00:20:55Z,adv_1116,cmp_1116_2,preroll,mobile,CA,0.0109,INR,0.55
evt_9d7994c8,impression,2026-06-05 07:37:02+05:30,2026-06-05T16:36:30Z,adv_1116,cmp_1116_1,banner_300x250,mobile,US,0.0091,USD,0.43
evt_9d7994c8,impression,2026-06-05 07:37:02+05:30,2026-06-05T16:36:30Z,adv_1116,cmp_1116_1,banner_300x250,mobile,US,0.0091,USD,0.43
evt_b077741a,impression,2026-06-05 12:53:26+05:30,2026-06-05T13:17:50Z,adv_1137,cmp_1137_3,banner_728x90,ctv,GB,0.0055,INR,0.41
evt_b17775ad,impression,2026-06-05 22:36:03+05:30,2026-06-05T14:41:22Z,adv_1158,cmp_1158_1,banner_728x90,desktop,,0.0063,USD,0.64
evt_ae7770f4,impression,2026-06-05 03:24:07+05:30,2026-06-05T02:35:05Z,adv_1109,cmp_1109_2,native_feed,tablet,AU,0.0054,USD,0.42
evt_af777287,impression,2026-06-05 13:42:18+05:30,2026-06-05T23:32:32Z,adv_1179,cmp_1179_3,banner_728x90,mobile,GB,0.0053,USD,0.59
evt_ac776dce,impression,2026-06-05 03:47:35+05:30,2026-06-05T19:16:14Z,adv_1158,cmp_1158_3,preroll,desktop,unknown,0.0147,USD,0.78
evt_ad776f61,impression,2026-06-05 08:21:46+05:30,2026-06-05T22:57:54Z,adv_1158,cmp_1158_1,native_feed,mobile,GB,0.0081,USD,0.51
evt_aa776aa8,impression,2026-06-05 16:05:53+05:30,2026-06-05T04:43:10Z,adv_1123,cmp_1123_3,native_feed,tablet,SG,-0.0145,USD,0.96
evt_ab776c3b,impression,2026-06-05 19:22:23+05:30,2026-06-05T11:30:15Z,adv_1158,cmp_1158_2,banner_300x250,desktop,CA,0.0125,USD,0.56
evt_a8776782,impression,2026-06-05 22:47:38+05:30,2026-06-05T07:47:45Z,adv_1172,cmp_1172_1,banner_300x250,mobile,SG,0.0058,USD,0.59
evt_a9776915,impression,2026-06-05 00:25:43+05:30,2026-06-05T02:18:13Z,adv_1123,cmp_1123_2,native_feed,ctv,AU,0.0082,USD,1.00
evt_227ee355,impression,2026-06-05 18:53:44+05:30,2026-06-05T05:12:21Z,adv_1151,cmp_1151_1,native_feed,ctv,GB,0.0003,USD,0.80
evt_217ee1c2,impression,2026-06-05 05:35:22+05:30,2026-06-05T01:09:25Z,adv_1151,cmp_1151_1,banner_728x90,tablet,SG,0.0189,USD,0.43
evt_207ee02f,impression,2026-06-05 01:42:31+05:30,2026-06-05T07:52:30Z,adv_1151,cmp_1151_1,interstitial,mobile,GB,0.0010,USD,0.77
