event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,spend,currency
evt_fb604c88,conversion,2026-06-02T21:32:37Z,2026-06-02T09:56:57Z,adv_1151,cmp_1151_1,interstitial,desktop,,0.0000,INR
evt_fc604e1b,impression,2026-06-02T09:43:15Z,2026-06-02T07:23:43Z,adv_1151,cmp_1151_2,preroll,mobile,unknown,0.0126,USD
evt_fd604fae,impression,2026-06-02T17:44:43Z,2026-06-02T23:31:42Z,adv_1137,cmp_1137_3,banner_728x90,mobile,SG,0.0175,INR
evt_fe605141,impression,2026-06-02T02:44:15Z,2026-06-02T22:40:26Z,adv_1116,cmp_1116_2,interstitial,desktop,IN,0.0038,INR
evt_f760463c,click,2026-06-02T04:28:25Z,2026-06-02T05:56:29Z,adv_1123,cmp_1123_1,preroll,tablet,SG,0.7776,USD
evt_f86047cf,impression,2026-06-02T05:55:56Z,2026-06-02T09:42:49Z,adv_1151,cmp_1151_1,interstitial,ctv,GB,0.0068,USD
evt_5629add,impression,2026-06-02T04:45:55Z,2026-06-02T17:37:32Z,adv_1144,cmp_1144_3,preroll,mobile,US,0.0156,USD
evt_462994a,impression,2026-06-02T09:37:52Z,2026-06-02T21:04:48Z,adv_1158,cmp_1158_2,banner_300x250,tablet,DE,0.0098,USD
evt_36297b7,click,2026-06-02T13:38:53Z,2026-06-02T02:14:40Z,adv_1172,cmp_1172_1,banner_728x90,desktop,GB,0.6302,INR
evt_2629624,impression,2026-06-02T09:45:31Z,2026-06-02T06:30:16Z,adv_1144,cmp_1144_2,preroll,ctv,CA,0.0142,USD
evt_1629491,impression,2026-06-02T01:03:56Z,2026-06-02T21:21:06Z,adv_1165,cmp_1165_1,preroll,tablet,SG,0.0174,USD
evt_1629491,impression,2026-06-02T01:03:56Z,2026-06-02T21:21:06Z,adv_1165,cmp_1165_1,preroll,tablet,SG,0.0174,USD
evt_6292fe,click,2026-06-02T12:26:47Z,2026-06-02T09:09:44Z,adv_1186,cmp_1186_1,preroll,tablet,AU,0.6772,USD
evt_ff62916b,impression,2026-06-02T00:41:36Z,2026-06-02T22:03:00Z,adv_1137,cmp_1137_1,banner_300x250,ctv,,0.0133,USD
evt_fe628fd8,impression,2026-06-02T10:46:21Z,2026-06-02T00:45:55Z,adv_1179,cmp_1179_2,preroll,tablet,GB,0.0065,USD
evt_fd628e45,impression,2026-06-02T17:40:13Z,2026-06-02T12:54:28Z,adv_1130,cmp_1130_2,banner_728x90,desktop,AU,0.0123,USD
evt_fc628cb2,click,2026-06-02T08:37:56Z,2026-06-02T22:36:53Z,adv_1109,cmp_1109_3,interstitial,ctv,IN,0.4250,USD
evt_36f63aa,impression,2026-06-02T16:49:34Z,2026-06-02T01:48:16Z,adv_1172,cmp_1172_3,interstitial,mobile,DE,0.0105,USD
evt_46f653d,impression,2026-06-02T01:51:25Z,2026-06-02T04:31:18Z,adv_1165,cmp_1165_1,interstitial,ctv,,0.0119,USD
evt_16f6084,impression,2026-06-02T20:49:29Z,2026-06-02T19:30:39Z,adv_1165,cmp_1165_1,interstitial,ctv,GB,0.0043,USD
evt_26f6217,impression,2026-06-02T11:31:03Z,2026-06-02T07:43:03Z,adv_1186,cmp_1186_2,banner_300x250,tablet,GB,0.0191,USD
evt_ff6f5d5e,impression,2026-06-02T03:19:11Z,2026-06-02T18:30:35Z,adv_1130,cmp_1130_3,banner_728x90,ctv,,0.0082,USD
evt_6f5ef1,impression,2026-06-02T11:44:19Z,2026-06-02T06:48:50Z,adv_1137,cmp_1137_2,banner_300x250,ctv,CA,0.0151,USD
evt_fd6f5a38,impression,2026-06-02T04:22:33Z,2026-06-02T10:42:09Z,adv_1123,cmp_1123_2,preroll,tablet,US,0.0104,INR
evt_fe6f5bcb,impression,2026-06-02T17:47:39Z,2026-06-02T20:15:29Z,adv_1116,cmp_1116_3,banner_728x90,tablet,DE,0.0144,USD
evt_fb6f5712,impression,2026-06-02T05:19:01Z,2026-06-02T01:33:39Z,adv_1116,cmp_1116_3,preroll,mobile,GB,0.0035,USD
evt_fc6f58a5,impression,2026-06-02T22:27:16Z,2026-06-02T15:51:49Z,adv_1130,cmp_1130_2,banner_300x250,mobile,DE,0.0034,USD
evt_e9717953,impression,2026-06-02T15:43:09Z,2026-06-02T06:28:06Z,adv_1158,cmp_1158_1,interstitial,mobile,SG,0.0115,INR
evt_e87177c0,impression,2026-06-02T21:36:47Z,2026-06-02T19:53:33Z,adv_1158,cmp_1158_2,banner_300x250,ctv,SG,0.0005,USD
evt_eb717c79,impression,2026-06-02T16:24:00Z,2026-06-02T11:59:12Z,adv_1144,cmp_1144_3,native_feed,mobile,GB,0.0181,USD
evt_ea717ae6,conversion,2026-06-02T13:27:55Z,2026-06-02T11:19:55Z,adv_1165,cmp_1165_1,preroll,tablet,CA,0.0000,USD
evt_ed717f9f,impression,2026-06-02T03:41:47Z,2026-06-02T05:19:01Z,adv_1144,cmp_1144_2,native_feed,ctv,CA,0.0088,USD
evt_ec717e0c,impression,2026-06-02T12:31:23Z,2026-06-02T17:29:28Z,adv_1186,cmp_1186_1,native_feed,tablet,unknown,0.0065,USD
evt_ef7182c5,impression,2026-06-02T20:26:19Z,2026-06-02T13:20:22Z,adv_1165,cmp_1165_1,preroll,tablet,US,0.0192,USD
evt_ee718132,impression,2026-06-02T16:26:04Z,2026-06-02T13:21:52Z,adv_1130,cmp_1130_3,banner_300x250,desktop,IN,0.0026,USD
evt_f17185eb,impression,2026-06-02T00:02:02Z,2026-06-02T23:24:27Z,adv_1172,cmp_1172_3,banner_300x250,desktop,DE,0.0100,USD
evt_f0718458,impression,2026-06-02T14:04:58Z,2026-06-02T18:53:56Z,adv_1158,cmp_1158_1,banner_728x90,desktop,IN,0.0075,USD
evt_13d642d7,impression,2026-06-02T02:38:58Z,2026-06-02T04:31:46Z,adv_1144,cmp_1144_2,native_feed,mobile,IN,0.0031,USD
evt_12d64144,impression,2026-06-02T14:40:03Z,2026-06-02T01:00:42Z,adv_1158,cmp_1158_2,banner_728x90,tablet,unknown,0.0076,USD
evt_15d645fd,click,2026-06-02T04:19:35Z,2026-06-02T04:41:56Z,adv_1130,cmp_1130_1,banner_300x250,ctv,AU,0.4560,INR
evt_14d6446a,impression,2026-06-02T11:34:37Z,2026-06-02T09:36:21Z,adv_1158,cmp_1158_1,banner_300x250,tablet,GB,0.0125,USD
evt_fd63c8b,impression,2026-06-02T02:15:04Z,2026-06-02T15:46:51Z,adv_1165,cmp_1165_3,preroll,tablet,AU,0.0024,USD
evt_ed63af8,impression,2026-06-02T15:48:28Z,2026-06-02T07:24:39Z,adv_1158,cmp_1158_3,native_feed,ctv,DE,0.0106,USD
evt_11d63fb1,conversion,2026-06-02T23:56:24Z,2026-06-02T01:13:38Z,adv_1179,cmp_1179_1,banner_728x90,ctv,,0.0000,USD
evt_10d63e1e,conversion,2026-06-02T16:13:03Z,2026-06-02T13:40:02Z,adv_1109,cmp_1109_1,preroll,mobile,DE,0.0000,USD
evt_bd6363f,impression,2026-06-02T18:44:41Z,2026-06-02T03:37:32Z,adv_1116,cmp_1116_1,preroll,desktop,SG,0.0128,USD
evt_ad634ac,impression,2026-06-02T09:40:26Z,2026-06-02T10:19:16Z,adv_1165,cmp_1165_3,preroll,ctv,SG,0.0039,USD
evt_dd3face,impression,2026-06-02T11:54:44Z,2026-06-02T22:46:25Z,adv_1186,cmp_1186_2,banner_300x250,desktop,DE,0.0160,USD
evt_ed3fc61,impression,2026-06-02T03:01:34Z,2026-06-02T22:20:09Z,adv_1109,cmp_1109_2,interstitial,tablet,CA,0.0117,INR
evt_bd3f7a8,impression,2026-06-02T03:32:45Z,2026-06-02T04:52:46Z,adv_1144,cmp_1144_1,interstitial,ctv,DE,0.0026,USD
evt_cd3f93b,impression,2026-06-02T16:11:05Z,2026-06-02T21:27:11Z,adv_1109,cmp_1109_1,preroll,mobile,US,0.0148,USD
evt_11d4011a,impression,2026-06-02T00:08:12Z,2026-06-02T16:20:34Z,adv_1165,cmp_1165_2,interstitial,ctv,IN,0.0003,USD
evt_12d402ad,impression,2026-06-02T02:16:05Z,2026-06-02T07:12:37Z,adv_1130,cmp_1130_2,banner_300x250,desktop,DE,0.0067,USD
evt_fd3fdf4,click,2026-06-02T04:00:21Z,2026-06-02T23:54:07Z,adv_1137,cmp_1137_2,banner_728x90,tablet,DE,0.6730,INR
evt_10d3ff87,impression,2026-06-02T01:39:48Z,2026-06-02T14:34:23Z,adv_1158,cmp_1158_1,native_feed,mobile,unknown,0.0024,INR
evt_5d3ee36,impression,2026-06-02T07:16:09Z,2026-06-02T03:50:41Z,adv_1165,cmp_1165_2,banner_728x90,tablet,DE,0.0000,USD
evt_6d3efc9,impression,2026-06-02T05:33:00Z,2026-06-02T07:14:43Z,adv_1144,cmp_1144_1,preroll,tablet,SG,0.0068,INR
evt_87d0e945,impression,2026-06-02T13:02:11Z,2026-06-02T12:42:35Z,adv_1179,cmp_1179_3,banner_300x250,tablet,,0.0088,USD
evt_86d0e7b2,click,2026-06-02T14:27:59Z,2026-06-02T08:26:46Z,adv_1158,cmp_1158_1,banner_300x250,desktop,IN,0.5899,USD
evt_85d0e61f,impression,2026-06-02T01:05:01Z,2026-06-02T03:58:52Z,adv_1172,cmp_1172_1,interstitial,tablet,SG,0.0055,USD
evt_84d0e48c,impression,2026-06-02T01:03:34Z,2026-06-04T02:29:57Z,adv_1137,cmp_1137_3,preroll,ctv,CA,0.0170,USD
evt_83d0e2f9,impression,2026-06-02T14:25:48Z,2026-06-02T04:30:38Z,adv_1109,cmp_1109_2,banner_728x90,mobile,CA,0.0085,USD
evt_82d0e166,impression,2026-06-02T16:33:44Z,2026-06-02T08:02:14Z,adv_1179,cmp_1179_1,native_feed,tablet,US,0.0036,USD
evt_81d0dfd3,conversion,2026-06-02T10:30:47Z,2026-06-02T08:06:56Z,adv_1130,cmp_1130_3,banner_728x90,ctv,DE,0.0000,USD
evt_81d0dfd3,conversion,2026-06-02T10:30:47Z,2026-06-02T08:06:56Z,adv_1130,cmp_1130_3,banner_728x90,ctv,DE,0.0000,USD
evt_80d0de40,click,2026-06-02T21:36:33Z,2026-06-02T10:28:36Z,adv_1137,cmp_1137_2,preroll,ctv,US,0.8872,USD
evt_8fd0f5dd,impression,2026-06-02T06:52:28Z,2026-06-02T06:39:23Z,adv_1186,cmp_1186_3,native_feed,desktop,DE,0.0142,INR
evt_8ed0f44a,impression,2026-06-02T08:51:42Z,2026-06-02T16:42:08Z,adv_1116,cmp_1116_2,preroll,mobile,US,0.0082,USD
evt_81cea13c,impression,2026-06-02T05:57:23Z,2026-06-02T10:48:53Z,adv_1137,cmp_1137_3,banner_300x250,tablet,unknown,0.0178,USD
evt_82cea2cf,impression,2026-06-02T19:00:45Z,2026-06-02T02:03:06Z,adv_1109,cmp_1109_3,interstitial,tablet,CA,0.0159,USD
evt_83cea462,impression,2026-06-02T06:31:09Z,2026-06-02T10:45:30Z,adv_1144,cmp_1144_3,preroll,desktop,,0.0108,USD
evt_84cea5f5,impression,2026-06-02T22:35:12Z,2026-06-02T00:38:36Z,adv_1186,cmp_1186_1,native_feed,tablet,IN,0.0126,USD
evt_7dce9af0,impression,2026-06-02T13:11:08Z,2026-06-02T00:12:51Z,adv_1186,cmp_1186_2,preroll,tablet,US,0.0082,USD
evt_7ece9c83,impression,2026-06-02T06:43:40Z,2026-06-02T04:48:21Z,adv_1172,cmp_1172_2,native_feed,desktop,GB,0.0092,INR
evt_7fce9e16,impression,2026-06-02T20:39:11Z,2026-06-02T02:05:49Z,adv_1116,cmp_1116_3,interstitial,desktop,CA,0.0140,USD
evt_80ce9fa9,impression,2026-06-02T08:50:22Z,2026-06-02T07:26:26Z,adv_1165,cmp_1165_3,banner_300x250,mobile,CA,0.0011,INR
evt_89ceadd4,impression,2026-06-02T00:55:06Z,2026-06-02T20:22:03Z,adv_1144,cmp_1144_2,preroll,ctv,IN,0.0077,USD
evt_8aceaf67,impression,2026-06-02T02:10:57Z,2026-06-02T20:46:43Z,adv_1151,cmp_1151_2,banner_728x90,desktop,IN,0.0124,INR
evt_7bcc5933,impression,2026-06-02T12:18:22Z,2026-06-02T10:22:20Z,adv_1165,cmp_1165_3,preroll,desktop,unknown,0.0017,USD
evt_7acc57a0,click,2026-06-02T06:39:38Z,2026-06-02T16:49:53Z,adv_1172,cmp_1172_2,banner_728x90,mobile,CA,0.1724,USD
evt_7dcc5c59,click,2026-06-02T09:23:16Z,2026-06-04T03:05:00Z,adv_1130,cmp_1130_2,preroll,ctv,,0.4491,INR
evt_7ccc5ac6,impression,2026-06-02T01:20:04Z,2026-06-02T15:44:12Z,adv_1109,cmp_1109_3,native_feed,ctv,GB,0.0137,USD
evt_7fcc5f7f,impression,2026-06-02T05:53:42Z,2026-06-02T15:05:39Z,adv_1165,cmp_1165_2,preroll,desktop,US,0.0116,USD
evt_7ecc5dec,impression,2026-06-02T13:38:49Z,2026-06-02T04:34:29Z,adv_1165,cmp_1165_3,native_feed,mobile,SG,0.0062,USD
evt_81cc62a5,impression,2026-06-02T11:56:09Z,2026-06-02T03:59:03Z,adv_1137,cmp_1137_2,banner_300x250,mobile,DE,0.0117,USD
evt_80cc6112,click,2026-06-02T13:40:11Z,2026-06-02T14:21:42Z,adv_1186,cmp_1186_3,interstitial,desktop,CA,0.1265,USD
evt_83cc65cb,impression,2026-06-02T15:52:54Z,2026-06-02T02:04:31Z,adv_1109,cmp_1109_2,banner_728x90,tablet,unknown,0.0106,USD
evt_82cc6438,impression,2026-06-02T02:58:08Z,2026-06-02T18:12:43Z,adv_1186,cmp_1186_2,native_feed,desktop,CA,0.0071,USD
evt_15c97a0a,impression,2026-06-02T02:28:56Z,2026-06-02T00:37:27Z,adv_1179,cmp_1179_1,interstitial,ctv,,0.0146,USD
evt_16c97b9d,impression,2026-06-02T09:13:44Z,2026-06-02T06:05:49Z,adv_1116,cmp_1116_1,native_feed,mobile,DE,0.0035,USD
evt_13c976e4,impression,2026-06-02T02:24:02Z,2026-06-02T23:33:46Z,adv_1165,cmp_1165_1,interstitial,mobile,US,0.0154,USD
evt_14c97877,impression,2026-06-02T10:49:06Z,2026-06-02T08:10:30Z,adv_1179,cmp_1179_3,banner_728x90,tablet,AU,0.0037,USD
evt_11c973be,impression,2026-06-02T17:37:06Z,2026-06-02T00:12:04Z,adv_1144,cmp_1144_1,preroll,ctv,unknown,0.0163,USD
evt_12c97551,impression,2026-06-02T05:37:21Z,2026-06-02T11:54:14Z,adv_1158,cmp_1158_2,banner_728x90,tablet,GB,0.0078,USD
evt_fc97098,click,2026-06-02T18:12:22Z,2026-06-03T23:13:02Z,adv_1116,cmp_1116_3,interstitial,ctv,CA,0.8030,USD
evt_10c9722b,impression,2026-06-02T00:10:38Z,2026-06-02T04:55:58Z,adv_1109,cmp_1109_1,preroll,tablet,CA,0.0117,USD
evt_dc96d72,impression,2026-06-02T18:37:47Z,2026-06-02T06:09:26Z,adv_1172,cmp_1172_2,preroll,tablet,DE,0.0167,USD
evt_ec96f05,impression,2026-06-02T02:07:28Z,2026-06-02T04:53:30Z,adv_1158,cmp_1158_1,native_feed,desktop,GB,0.0058,USD
evt_fc73201,impression,2026-06-02T01:53:26Z,2026-06-03T07:16:07Z,adv_1165,cmp_1165_2,native_feed,ctv,US,0.0015,USD
evt_ec7306e,impression,2026-06-02T04:39:14Z,2026-06-02T04:39:48Z,adv_1116,cmp_1116_1,interstitial,mobile,unknown,0.0043,USD
evt_dc72edb,impression,2026-06-02T21:15:58Z,2026-06-02T16:24:12Z,adv_1116,cmp_1116_3,native_feed,tablet,,0.0071,USD
evt_cc72d48,impression,2026-06-02T14:11:58Z,2026-06-02T06:04:53Z,adv_1179,cmp_1179_1,preroll,ctv,DE,0.0108,USD
evt_13c7384d,impression,2026-06-02T17:19:05Z,2026-06-02T22:59:31Z,adv_1165,cmp_1165_2,native_feed,tablet,AU,0.0113,USD
evt_12c736ba,impression,2026-06-02T06:09:30Z,2026-06-02T13:44:05Z,adv_1137,cmp_1137_1,native_feed,ctv,unknown,0.0112,USD
evt_11c73527,impression,2026-06-02T16:37:11Z,2026-06-02T10:53:23Z,adv_1144,cmp_1144_3,interstitial,ctv,US,0.0037,USD
evt_11c73527,impression,2026-06-02T16:37:11Z,2026-06-02T10:53:23Z,adv_1144,cmp_1144_3,interstitial,ctv,US,0.0037,USD
evt_10c73394,click,2026-06-02T01:59:23Z,2026-06-02T13:05:03Z,adv_1172,cmp_1172_3,native_feed,tablet,CA,0.5281,USD
evt_7c72569,click,2026-06-02T13:32:16Z,2026-06-02T01:56:20Z,adv_1172,cmp_1172_1,native_feed,tablet,unknown,0.8911,USD
evt_6c723d6,impression,2026-06-02T01:39:06Z,2026-06-02T07:58:11Z,adv_1130,cmp_1130_2,banner_300x250,tablet,DE,0.0017,USD
evt_9c4e9f8,impression,2026-06-02T05:15:49Z,2026-06-02T06:05:09Z,adv_1165,cmp_1165_2,banner_728x90,ctv,IN,0.0183,USD
evt_ac4eb8b,impression,2026-06-02T07:48:40Z,2026-06-02T10:55:20Z,adv_1158,cmp_1158_2,native_feed,tablet,CA,0.0091,USD
evt_bc4ed1e,impression,2026-06-02T17:16:58Z,2026-06-02T11:18:58Z,adv_1144,cmp_1144_2,native_feed,desktop,GB,0.0091,USD
evt_cc4eeb1,impression,2026-06-02T13:06:46Z,2026-06-02T08:08:41Z,adv_1130,cmp_1130_1,banner_300x250,tablet,DE,0.0063,USD
evt_dc4f044,impression,2026-06-02T15:28:49Z,2026-06-02T23:33:32Z,adv_1109,cmp_1109_3,banner_300x250,ctv,SG,0.0097,USD
evt_ec4f1d7,impression,2026-06-02T09:48:10Z,2026-06-02T03:48:08Z,adv_1144,cmp_1144_3,banner_728x90,ctv,unknown,0.0034,USD
evt_fc4f36a,click,2026-06-02T06:20:33Z,2026-06-02T16:58:33Z,adv_1116,cmp_1116_1,native_feed,mobile,SG,0.7735,USD
evt_10c4f4fd,click,2026-06-02T20:59:51Z,2026-06-02T00:42:58Z,adv_1179,cmp_1179_2,banner_300x250,tablet,IN,0.4687,USD
evt_10c4f4fd,click,2026-06-02T20:59:51Z,2026-06-02T00:42:58Z,adv_1179,cmp_1179_2,banner_300x250,tablet,IN,0.4687,USD
evt_1c4dd60,impression,2026-06-02T20:54:52Z,2026-06-02T19:58:00Z,adv_1116,cmp_1116_3,banner_300x250,desktop,SG,0.0168,USD
evt_2c4def3,impression,2026-06-02T15:42:29Z,2026-06-02T07:31:47Z,adv_1109,cmp_1109_1,banner_728x90,ctv,unknown,0.0118,USD
evt_3c2a1ef,impression,2026-06-02T19:59:03Z,2026-06-02T10:33:47Z,adv_1165,cmp_1165_3,banner_300x250,mobile,DE,0.0066,USD
evt_2c2a05c,click,2026-06-02T03:22:03Z,2026-06-02T23:02:41Z,adv_1123,cmp_1123_2,banner_300x250,desktop,SG,0.6506,USD
evt_5c2a515,impression,2026-06-02T23:12:59Z,2026-06-02T10:18:08Z,adv_1151,cmp_1151_1,banner_300x250,desktop,GB,-0.0006,USD
evt_4c2a382,impression,2026-06-02T07:58:58Z,2026-06-03T12:53:08Z,adv_1158,cmp_1158_2,native_feed,mobile,unknown,0.0170,USD
evt_ffc29ba3,impression,2026-06-02T05:21:29Z,2026-06-04T05:16:04Z,adv_1130,cmp_1130_1,interstitial,ctv,SG,0.0167,USD
evt_fec29a10,impression,2026-06-02T12:29:07Z,2026-06-02T15:22:43Z,adv_1186,cmp_1186_2,banner_300x250,desktop,SG,0.0196,INR
evt_1c29ec9,click,2026-06-02T20:11:21Z,2026-06-02T22:25:33Z,adv_1130,cmp_1130_3,native_feed,tablet,IN,0.3694,INR
evt_c29d36,impression,2026-06-02T11:54:44Z,2026-06-02T16:46:53Z,adv_1158,cmp_1158_2,interstitial,tablet,SG,0.0176,USD
evt_c29d36,impression,2026-06-02T11:54:44Z,2026-06-02T16:46:53Z,adv_1158,cmp_1158_2,interstitial,tablet,SG,0.0176,USD
evt_bc2ae87,impression,2026-06-02T00:13:35Z,2026-06-02T03:25:53Z,adv_1158,cmp_1158_1,native_feed,desktop,US,0.0034,USD
evt_ac2acf4,impression,2026-06-02T13:24:32Z,2026-06-02T19:47:23Z,adv_1123,cmp_1123_3,banner_728x90,tablet,GB,0.0080,USD
evt_7dbf9066,click,2026-06-02T21:28:24Z,2026-06-02T03:21:40Z,adv_1186,cmp_1186_2,native_feed,tablet,unknown,0.0384,USD
evt_7ebf91f9,conversion,2026-06-02T07:08:59Z,2026-06-02T22:40:49Z,adv_1158,cmp_1158_1,interstitial,desktop,unknown,0.0000,INR
evt_7bbf8d40,impression,2026-06-02T06:10:29Z,2026-06-02T10:10:06Z,adv_1137,cmp_1137_1,banner_728x90,tablet,IN,0.0138,USD
evt_7cbf8ed3,impression,2026-06-02T01:57:48Z,2026-06-02T06:11:11Z,adv_1123,cmp_1123_1,preroll,mobile,CA,0.0196,USD
evt_81bf96b2,impression,2026-06-02T12:39:13Z,2026-06-02T22:56:24Z,adv_1130,cmp_1130_3,banner_728x90,desktop,US,0.0154,USD
evt_82bf9845,click,2026-06-02T03:35:08Z,2026-06-02T14:54:22Z,adv_1116,cmp_1116_1,banner_728x90,ctv,unknown,0.5006,USD
evt_7fbf938c,impression,2026-06-02T18:54:47Z,2026-06-02T17:01:28Z,adv_1186,cmp_1186_1,preroll,ctv,AU,0.0027,USD
evt_80bf951f,impression,2026-06-02T06:36:20Z,2026-06-02T17:38:11Z,adv_1158,cmp_1158_3,native_feed,mobile,CA,0.0099,USD
evt_85bf9cfe,impression,2026-06-02T22:54:49Z,2026-06-03T18:51:29Z,adv_1109,cmp_1109_1,preroll,ctv,CA,0.0004,USD
evt_86bf9e91,impression,2026-06-02T12:35:51Z,2026-06-02T15:39:37Z,adv_1158,cmp_1158_2,interstitial,tablet,CA,0.0111,USD
evt_953edcac,impression,2026-06-02T06:16:01Z,2026-06-02T07:22:18Z,adv_1186,cmp_1186_1,banner_728x90,tablet,US,0.0124,INR
evt_963ede3f,impression,2026-06-02T05:20:25Z,2026-06-02T13:57:16Z,adv_1144,cmp_1144_3,banner_300x250,ctv,SG,0.0186,USD
evt_973edfd2,impression,2026-06-02T13:37:48Z,2026-06-02T21:23:37Z,adv_1165,cmp_1165_2,banner_728x90,ctv,SG,0.0097,USD
evt_983ee165,click,2026-06-02T02:26:13Z,2026-06-02T22:37:35Z,adv_1151,cmp_1151_2,native_feed,ctv,unknown,0.4053,USD
evt_913ed660,click,2026-06-02T06:03:36Z,2026-06-02T17:15:03Z,adv_1165,cmp_1165_2,banner_300x250,mobile,,0.2421,USD
evt_923ed7f3,impression,2026-06-02T19:14:31Z,2026-06-02T07:15:09Z,adv_1186,cmp_1186_2,banner_728x90,tablet,,0.0022,USD
evt_933ed986,impression,2026-06-02T11:56:38Z,2026-06-02T09:59:49Z,adv_1123,cmp_1123_1,native_feed,ctv,unknown,0.0116,USD
evt_943edb19,impression,2026-06-02T15:40:45Z,2026-06-02T10:37:07Z,adv_1179,cmp_1179_3,banner_300x250,mobile,GB,0.0045,USD
evt_9d3ee944,impression,2026-06-02T12:36:08Z,2026-06-02T13:47:40Z,adv_1158,cmp_1158_1,banner_300x250,ctv,CA,0.0089,USD
evt_9e3eead7,impression,2026-06-02T23:00:29Z,2026-06-02T16:17:45Z,adv_1116,cmp_1116_1,native_feed,desktop,,0.0015,USD
evt_9b4124b5,impression,2026-06-02T22:36:11Z,2026-06-02T11:11:28Z,adv_1144,cmp_1144_1,native_feed,tablet,unknown,0.0140,USD
evt_9a412322,impression,2026-06-02T21:41:12Z,2026-06-02T09:23:45Z,adv_1130,cmp_1130_3,interstitial,tablet,,0.0000,USD
evt_9941218f,impression,2026-06-02T20:26:03Z,2026-06-02T17:00:22Z,adv_1151,cmp_1151_1,banner_728x90,mobile,GB,0.0067,USD
evt_98411ffc,impression,2026-06-02T01:11:24Z,2026-06-02T07:12:55Z,adv_1165,cmp_1165_2,banner_300x250,tablet,US,0.0002,INR
evt_97411e69,impression,2026-06-02T03:52:38Z,2026-06-02T13:15:54Z,adv_1130,cmp_1130_1,banner_300x250,mobile,IN,0.0123,USD
evt_96411cd6,impression,2026-06-02T09:35:21Z,2026-06-02T03:14:35Z,adv_1158,cmp_1158_2,interstitial,tablet,GB,0.0001,USD
evt_95411b43,conversion,2026-06-02T00:36:36Z,2026-06-02T10:30:06Z,adv_1116,cmp_1116_3,preroll,ctv,unknown,0.0000,USD
evt_944119b0,click,2026-06-02T14:54:16Z,2026-06-02T03:22:12Z,adv_1137,cmp_1137_3,banner_300x250,tablet,DE,0.1026,USD
evt_a341314d,conversion,2026-06-02T00:02:47Z,2026-06-02T13:56:54Z,adv_1165,cmp_1165_3,banner_728x90,ctv,,0.0000,USD
evt_a2412fba,impression,2026-06-02T17:37:44Z,2026-06-02T01:18:43Z,adv_1172,cmp_1172_3,preroll,mobile,,0.0119,USD
evt_a1436cbe,click,2026-06-02T10:00:23Z,2026-06-02T17:33:15Z,adv_1123,cmp_1123_2,native_feed,ctv,CA,0.5188,USD
evt_a2436e51,impression,2026-06-02T19:25:58Z,2026-06-02T07:37:18Z,adv_1109,cmp_1109_2,interstitial,desktop,SG,0.0092,USD
evt_9f436998,impression,2026-06-02T22:45:48Z,2026-06-02T11:32:00Z,adv_1165,cmp_1165_3,interstitial,tablet,AU,0.0078,USD
evt_a0436b2b,impression,2026-06-02T09:10:33Z,2026-06-02T03:39:50Z,adv_1165,cmp_1165_1,banner_300x250,ctv,US,0.0091,USD
evt_a543730a,click,2026-06-02T19:37:28Z,2026-06-02T20:46:35Z,adv_1144,cmp_1144_3,banner_300x250,ctv,AU,0.2320,INR
evt_a643749d,impression,2026-06-02T21:59:57Z,2026-06-02T11:08:30Z,adv_1109,cmp_1109_2,interstitial,ctv,CA,0.0105,USD
evt_a3436fe4,impression,2026-06-02T07:14:09Z,2026-06-02T13:02:47Z,adv_1130,cmp_1130_1,preroll,desktop,SG,0.0021,INR
evt_a4437177,impression,2026-06-02T20:01:35Z,2026-06-02T01:45:57Z,adv_1151,cmp_1151_2,preroll,mobile,DE,0.0186,USD
evt_99436026,impression,2026-06-02T01:10:17Z,2026-06-02T02:01:25Z,adv_1165,cmp_1165_2,banner_728x90,tablet,US,0.0101,USD
evt_9a4361b9,impression,2026-06-02T12:18:05Z,2026-06-02T10:34:36Z,adv_1137,cmp_1137_2,native_feed,tablet,GB,0.0158,USD
evt_27467e47,impression,2026-06-02T20:35:41Z,2026-06-02T15:59:05Z,adv_1179,cmp_1179_3,banner_300x250,mobile,SG,0.0134,USD
evt_26467cb4,impression,2026-06-02T01:41:16Z,2026-06-02T17:22:55Z,adv_1130,cmp_1130_1,preroll,tablet,IN,0.0141,USD
evt_2946816d,impression,2026-06-02T23:40:52Z,2026-06-02T20:36:29Z,adv_1186,cmp_1186_1,banner_728x90,tablet,unknown,0.0118,USD
evt_28467fda,impression,2026-06-02T19:06:09Z,2026-06-02T04:05:00Z,adv_1144,cmp_1144_2,preroll,tablet,SG,0.0136,USD
evt_234677fb,impression,2026-06-02T16:33:45Z,2026-06-02T06:10:06Z,adv_1144,cmp_1144_1,banner_300x250,mobile,CA,0.0028,USD
evt_22467668,click,2026-06-02T22:01:02Z,2026-06-02T10:18:17Z,adv_1144,cmp_1144_3,interstitial,desktop,SG,0.0055,USD
evt_25467b21,click,2026-06-02T06:16:33Z,2026-06-02T23:24:24Z,adv_1151,cmp_1151_3,banner_728x90,mobile,AU,0.3287,INR
evt_2446798e,impression,2026-06-02T10:41:06Z,2026-06-02T17:18:14Z,adv_1137,cmp_1137_3,banner_300x250,ctv,US,0.0000,USD
